W,0,1,0,a
W,1,1,0,b
W,2,1,0,c
W,3,1,0,d
W,4,1,0,e
W,5,1,0,f
W,6,1,0,g
W,7,1,0,h
W,8,1,0,i
W,9,1,0,g
W,10,1,0,k
W,11,1,0,l
W,12,1,0,m
W,13,1,0,n
W,14,1,0,o
W,15,1,0,p
W,16,1,0,q
W,17,1,0,r
W,18,1,0,s
W,19,1,0,t
W,20,1,0,u
W,21,1,0,v
W,22,1,0,w
W,23,1,0,x
W,24,1,0,y
W,25,1,0,z
W,26,1,0,A
W,27,1,0,B
W,28,1,0,C
W,29,1,0,D
W,30,1,0,E
W,31,1,0,F
W,32,1,0,a
W,33,1,0,b
W,34,1,0,c
W,35,1,0,d
W,36,1,0,e
W,37,1,0,f
W,38,1,0,g
W,39,1,0,h
W,40,1,0,i
W,41,1,0,g
W,42,1,0,k
W,43,1,0,l
W,44,1,0,m
W,45,1,0,n
W,46,1,0,o
W,47,1,0,p
W,48,1,0,q
W,49,1,0,r
W,50,1,0,s
W,51,1,0,t
W,52,1,0,u
W,53,1,0,v
W,54,1,0,w
W,55,1,0,x
W,56,1,0,y
W,57,1,0,z
W,58,1,0,A
W,59,1,0,B
W,60,1,0,C
W,61,1,0,D
W,62,1,0,E
W,63,1,0,F
W,64,1,0,a
W,65,1,0,b
W,66,1,0,c
W,67,1,0,d
W,68,1,0,e
W,69,1,0,f
W,70,1,0,g
W,71,1,0,h
W,72,1,0,i
W,73,1,0,g
W,74,1,0,k
W,75,1,0,l
W,76,1,0,m
W,77,1,0,n
W,78,1,0,o
W,79,1,0,p
W,80,1,0,q
W,81,1,0,r
W,82,1,0,s
W,83,1,0,t
W,84,1,0,u
W,85,1,0,v
W,86,1,0,w
W,87,1,0,x
W,88,1,0,y
W,89,1,0,z
W,90,1,0,A
W,91,1,0,B
W,92,1,0,C
W,93,1,0,D
W,94,1,0,E
W,95,1,0,F
W,96,1,0,a
W,97,1,0,b
W,98,1,0,c
W,99,1,0,d
W,100,1,0,e
W,101,1,0,f
W,102,1,0,g
W,103,1,0,h
W,104,1,0,i
W,105,1,0,g
W,106,1,0,k
W,107,1,0,l
W,108,1,0,m
W,109,1,0,n
W,110,1,0,o
W,111,1,0,p
W,112,1,0,q
W,113,1,0,r
W,114,1,0,s
W,115,1,0,t
W,116,1,0,u
W,117,1,0,v
W,118,1,0,w
W,119,1,0,x
W,120,1,0,y
W,121,1,0,z
W,122,1,0,A
W,123,1,0,B
W,124,1,0,C
W,125,1,0,D
W,126,1,0,E
W,127,1,0,F
W,128,1,0,a
W,129,1,0,b
W,130,1,0,c
W,131,1,0,d
W,132,1,0,e
W,133,1,0,f
W,134,1,0,g
W,135,1,0,h
W,136,1,0,i
W,137,1,0,g
W,138,1,0,k
W,139,1,0,l
W,140,1,0,m
W,141,1,0,n
W,142,1,0,o
W,143,1,0,p
W,144,1,0,q
W,145,1,0,r
W,146,1,0,s
W,147,1,0,t
W,148,1,0,u
W,149,1,0,v
W,150,1,0,w
W,151,1,0,x
W,152,1,0,y
W,153,1,0,z
W,154,1,0,A
W,155,1,0,B
W,156,1,0,C
W,157,1,0,D
W,158,1,0,E
W,159,1,0,F
W,160,1,0,a
W,161,1,0,b
W,162,1,0,c
W,163,1,0,d
W,164,1,0,e
W,165,1,0,f
W,166,1,0,g
W,167,1,0,h
W,168,1,0,i
W,169,1,0,g
W,170,1,0,k
W,171,1,0,l
W,172,1,0,m
W,173,1,0,n
W,174,1,0,o
W,175,1,0,p
W,176,1,0,q
W,177,1,0,r
W,178,1,0,s
W,179,1,0,t
W,180,1,0,u
W,181,1,0,v
W,182,1,0,w
W,183,1,0,x
W,184,1,0,y
W,185,1,0,z
W,186,1,0,A
W,187,1,0,B
W,188,1,0,C
W,189,1,0,D
W,190,1,0,E
W,191,1,0,F
W,192,1,0,a
W,193,1,0,b
W,194,1,0,c
W,195,1,0,d
W,196,1,0,e
W,197,1,0,f
W,198,1,0,g
W,199,1,0,h
W,200,1,0,i
W,201,1,0,g
W,202,1,0,k
W,203,1,0,l
W,204,1,0,m
W,205,1,0,n
W,206,1,0,o
W,207,1,0,p
W,208,1,0,q
W,209,1,0,r
W,210,1,0,s
W,211,1,0,t
W,212,1,0,u
W,213,1,0,v
W,214,1,0,w
W,215,1,0,x
W,216,1,0,y
W,217,1,0,z
W,218,1,0,A
W,219,1,0,B
W,220,1,0,C
W,221,1,0,D
W,222,1,0,E
W,223,1,0,F
W,224,1,0,a
W,225,1,0,b
W,226,1,0,c
W,227,1,0,d
W,228,1,0,e
W,229,1,0,f
W,230,1,0,g
W,231,1,0,h
W,232,1,0,i
W,233,1,0,g
W,234,1,0,k
W,235,1,0,l
W,236,1,0,m
W,237,1,0,n
W,238,1,0,o
W,239,1,0,p
W,240,1,0,q
W,241,1,0,r
W,242,1,0,s
W,243,1,0,t
W,244,1,0,u
W,245,1,0,v
W,246,1,0,w
W,247,1,0,x
W,248,1,0,y
W,249,1,0,z
W,250,1,0,A
W,251,1,0,B
W,252,1,0,C
W,253,1,0,D
W,254,1,0,E
W,255,1,0,F
W,256,1,0,a
W,257,1,0,b
W,258,1,0,c
W,259,1,0,d
W,260,1,0,e
W,261,1,0,f
W,262,1,0,g
W,263,1,0,h
W,264,1,0,i
W,265,1,0,g
W,266,1,0,k
W,267,1,0,l
W,268,1,0,m
W,269,1,0,n
W,270,1,0,o
W,271,1,0,p
W,272,1,0,q
W,273,1,0,r
W,274,1,0,s
W,275,1,0,t
W,276,1,0,u
W,277,1,0,v
W,278,1,0,w
W,279,1,0,x
W,280,1,0,y
W,281,1,0,z
W,282,1,0,A
W,283,1,0,B
W,284,1,0,C
W,285,1,0,D
W,286,1,0,E
W,287,1,0,F
W,288,1,0,a
W,289,1,0,b
W,290,1,0,c
W,291,1,0,d
W,292,1,0,e
W,293,1,0,f
W,294,1,0,g
W,295,1,0,h
W,296,1,0,i
W,297,1,0,g
W,298,1,0,k
W,299,1,0,l
W,300,1,0,m
W,301,1,0,n
W,302,1,0,o
W,303,1,0,p
W,304,1,0,q
W,305,1,0,r
W,306,1,0,s
W,307,1,0,t
W,308,1,0,u
W,309,1,0,v
W,310,1,0,w
W,311,1,0,x
W,312,1,0,y
W,313,1,0,z
W,314,1,0,A
W,315,1,0,B
W,316,1,0,C
W,317,1,0,D
W,318,1,0,E
W,319,1,0,F
W,320,1,0,a
W,321,1,0,b
W,322,1,0,c
W,323,1,0,d
W,324,1,0,e
W,325,1,0,f
W,326,1,0,g
W,327,1,0,h
W,328,1,0,i
W,329,1,0,g
W,330,1,0,k
W,331,1,0,l
W,332,1,0,m
W,333,1,0,n
W,334,1,0,o
W,335,1,0,p
W,336,1,0,q
W,337,1,0,r
W,338,1,0,s
W,339,1,0,t
W,340,1,0,u
W,341,1,0,v
W,342,1,0,w
W,343,1,0,x
W,344,1,0,y
W,345,1,0,z
W,346,1,0,A
W,347,1,0,B
W,348,1,0,C
W,349,1,0,D
W,350,1,0,E
W,351,1,0,F
W,352,1,0,a
W,353,1,0,b
W,354,1,0,c
W,355,1,0,d
W,356,1,0,e
W,357,1,0,f
W,358,1,0,g
W,359,1,0,h
W,360,1,0,i
W,361,1,0,g
W,362,1,0,k
W,363,1,0,l
W,364,1,0,m
W,365,1,0,n
W,366,1,0,o
W,367,1,0,p
W,368,1,0,q
W,369,1,0,r
W,370,1,0,s
W,371,1,0,t
W,372,1,0,u
W,373,1,0,v
W,374,1,0,w
W,375,1,0,x
W,376,1,0,y
W,377,1,0,z
W,378,1,0,A
W,379,1,0,B
W,380,1,0,C
W,381,1,0,D
W,382,1,0,E
W,383,1,0,F
W,384,1,0,a
W,385,1,0,b
W,386,1,0,c
W,387,1,0,d
W,388,1,0,e
W,389,1,0,f
W,390,1,0,g
W,391,1,0,h
W,392,1,0,i
W,393,1,0,g
W,394,1,0,k
